Phylum,Class,Order,Family,Genus,Species
p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__GGB6649,s__GGB6649_SGB9391
p__Firmicutes,c__CFGB58277,o__OFGB58277,f__FGB58277,g__GGB70629,s__GGB70629_SGB95073
p__Firmicutes,c__CFGB58277,o__OFGB58277,f__FGB58277,g__GGB70629,s__GGB70629_SGB95073
p__Firmicutes,c__CFGB10021,o__OFGB10021,f__FGB10021,g__GGB71580,s__GGB71580_SGB98325
p__Firmicutes,c__CFGB10021,o__OFGB10021,f__FGB10021,g__GGB71580,s__GGB71580_SGB98325
p__Firmicutes,c__CFGB9238,o__OFGB9238,f__FGB9238,g__GGB74463,s__GGB74463_SGB54347
p__Firmicutes,c__CFGB9238,o__OFGB9238,f__FGB9238,g__GGB74463,s__GGB74463_SGB54347
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__GGB74505,s__GGB74505_SGB47518
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__GGB74505,s__GGB74505_SGB47518
p__Firmicutes,c__CFGB72939,o__OFGB72939,f__FGB72939,g__GGB74511,s__GGB74511_SGB105989
p__Firmicutes,c__CFGB72939,o__OFGB72939,f__FGB72939,g__GGB74511,s__GGB74511_SGB105989
p__Firmicutes,c__CFGB72939,o__OFGB72939,f__FGB72939,g__GGB74511,s__GGB74511_SGB47635
p__Firmicutes,c__CFGB72939,o__OFGB72939,f__FGB72939,g__GGB74511,s__GGB74511_SGB47635
p__Firmicutes,c__CFGB9512,o__OFGB9512,f__FGB9512,g__GGB74701,s__GGB74701_SGB54318
p__Firmicutes,c__CFGB9512,o__OFGB9512,f__FGB9512,g__GGB74701,s__GGB74701_SGB54318
p__Firmicutes,c__CFGB2834,o__OFGB2834,f__FGB2834,g__GGB74703,s__GGB74703_SGB54323
p__Firmicutes,c__CFGB2834,o__OFGB2834,f__FGB2834,g__GGB74703,s__GGB74703_SGB54323
p__Firmicutes,c__Clostridia,o__Candidatus_Borkfalkiales,f__Candidatus_Borkfalkiaceae,g__GGB74708,s__GGB74708_SGB54312
p__Firmicutes,c__Clostridia,o__Candidatus_Borkfalkiales,f__Candidatus_Borkfalkiaceae,g__GGB74708,s__GGB74708_SGB54312
p__Firmicutes,c__CFGB4616,o__OFGB4616,f__FGB4616,g__GGB74818,s__GGB74818_SGB47415
p__Firmicutes,c__CFGB4616,o__OFGB4616,f__FGB4616,g__GGB74818,s__GGB74818_SGB47415
p__Firmicutes,c__CFGB1304,o__OFGB1304,f__FGB1304,g__GGB74827,s__GGB74827_SGB4137
p__Firmicutes,c__CFGB1304,o__OFGB1304,f__FGB1304,g__GGB74827,s__GGB74827_SGB4137
p__Firmicutes,c__CFGB1227,o__OFGB1227,f__FGB1227,g__GGB75036,s__GGB75036_SGB102224
p__Firmicutes,c__CFGB1227,o__OFGB1227,f__FGB1227,g__GGB75036,s__GGB75036_SGB102224
p__Candidatus_Melainabacteria,c__CFGB2107,o__OFGB2107,f__FGB2107,g__GGB75894,s__GGB75894_SGB102372
p__Candidatus_Melainabacteria,c__CFGB2107,o__OFGB2107,f__FGB2107,g__GGB75894,s__GGB75894_SGB102372
p__Bacteroidota,c__CFGB343,o__OFGB343,f__FGB343,g__GGB781,s__GGB781_SGB1024
p__Bacteroidota,c__CFGB343,o__OFGB343,f__FGB343,g__GGB781,s__GGB781_SGB1024
p__Firmicutes,c__CFGB1765,o__OFGB1765,f__FGB1765,g__GGB78781,s__GGB78781_SGB106569
p__Firmicutes,c__CFGB1765,o__OFGB1765,f__FGB1765,g__GGB78781,s__GGB78781_SGB106569
p__Firmicutes,c__CFGB3072,o__OFGB3072,f__FGB3072,g__GGB79087,s__GGB79087_SGB105683
p__Firmicutes,c__CFGB3072,o__OFGB3072,f__FGB3072,g__GGB79087,s__GGB79087_SGB105683
p__Bacteria_unclassified,c__Bacteria_unclassified,o__Bacteria_unclassified,f__Bacteria_unclassified,g__GGB79097,s__GGB79097_SGB105802
p__Bacteria_unclassified,c__Bacteria_unclassified,o__Bacteria_unclassified,f__Bacteria_unclassified,g__GGB79097,s__GGB79097_SGB105802
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__GGB79342,s__GGB79342_SGB106059
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__GGB79342,s__GGB79342_SGB106059
p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__GGB79395,s__GGB79395_SGB105947
p__Firmicutes,c__Clostridia,o__Clostridia_unclassified,f__Clostridia_unclassified,g__GGB79395,s__GGB79395_SGB105947
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__GGB79417,s__GGB79417_SGB106068
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__GGB79417,s__GGB79417_SGB106068
p__Firmicutes,c__CFGB79294,o__OFGB79294,f__FGB79294,g__GGB87445,s__GGB87445_SGB15180
p__Firmicutes,c__CFGB79294,o__OFGB79294,f__FGB79294,g__GGB87445,s__GGB87445_SGB15180
p__Firmicutes,c__CFGB2831,o__OFGB2831,f__FGB2831,g__GGB9052,s__GGB9052_SGB13957
p__Firmicutes,c__CFGB2831,o__OFGB2831,f__FGB2831,g__GGB9052,s__GGB9052_SGB13957
p__Firmicutes,c__CFGB73062,o__OFGB73062,f__FGB73062,g__GGB9059,s__GGB9059_SGB13976
p__Firmicutes,c__CFGB73062,o__OFGB73062,f__FGB73062,g__GGB9059,s__GGB9059_SGB13976
p__Firmicutes,c__CFGB79237,o__OFGB79237,f__FGB79237,g__GGB9061,s__GGB9061_SGB13979
p__Firmicutes,c__CFGB79237,o__OFGB79237,f__FGB79237,g__GGB9061,s__GGB9061_SGB13979
p__Firmicutes,c__CFGB2834,o__OFGB2834,f__FGB2834,g__GGB9062,s__GGB9062_SGB13981
p__Firmicutes,c__CFGB2834,o__OFGB2834,f__FGB2834,g__GGB9062,s__GGB9062_SGB13981
p__Firmicutes,c__CFGB2834,o__OFGB2834,f__FGB2834,g__GGB9063,s__GGB9063_SGB13982
p__Firmicutes,c__CFGB2834,o__OFGB2834,f__FGB2834,g__GGB9063,s__GGB9063_SGB13982
p__Firmicutes,c__CFGB2834,o__OFGB2834,f__FGB2834,g__GGB9064,s__GGB9064_SGB13983
p__Firmicutes,c__CFGB2834,o__OFGB2834,f__FGB2834,g__GGB9064,s__GGB9064_SGB13983
p__Firmicutes,c__CFGB2834,o__OFGB2834,f__FGB2834,g__GGB9065,s__GGB9065_SGB13984
p__Firmicutes,c__CFGB2834,o__OFGB2834,f__FGB2834,g__GGB9065,s__GGB9065_SGB13984
p__Firmicutes,c__CFGB2838,o__OFGB2838,f__FGB2838,g__GGB9085,s__GGB9085_SGB14013
p__Firmicutes,c__CFGB2838,o__OFGB2838,f__FGB2838,g__GGB9085,s__GGB9085_SGB14013
p__Firmicutes,c__CFGB2838,o__OFGB2838,f__FGB2838,g__GGB9086,s__GGB9086_SGB14014
p__Firmicutes,c__CFGB2838,o__OFGB2838,f__FGB2838,g__GGB9086,s__GGB9086_SGB14014
p__Firmicutes,c__CFGB2839,o__OFGB2839,f__FGB2839,g__GGB9089,s__GGB9089_SGB14018
p__Firmicutes,c__CFGB2839,o__OFGB2839,f__FGB2839,g__GGB9089,s__GGB9089_SGB14018
p__Firmicutes,c__CFGB2839,o__OFGB2839,f__FGB2839,g__GGB9090,s__GGB9090_SGB14019
p__Firmicutes,c__CFGB2839,o__OFGB2839,f__FGB2839,g__GGB9090,s__GGB9090_SGB14019
p__Firmicutes,c__CFGB2840,o__OFGB2840,f__FGB2840,g__GGB9092,s__GGB9092_SGB14022
p__Firmicutes,c__CFGB2840,o__OFGB2840,f__FGB2840,g__GGB9092,s__GGB9092_SGB14022
p__Firmicutes,c__CFGB2840,o__OFGB2840,f__FGB2840,g__GGB9095,s__GGB9095_SGB14026
p__Firmicutes,c__CFGB2840,o__OFGB2840,f__FGB2840,g__GGB9095,s__GGB9095_SGB14026
p__Firmicutes,c__Clostridia,o__Candidatus_Borkfalkiales,f__Candidatus_Borkfalkiaceae,g__GGB9101,s__GGB9101_SGB14033
p__Firmicutes,c__Clostridia,o__Candidatus_Borkfalkiales,f__Candidatus_Borkfalkiaceae,g__GGB9101,s__GGB9101_SGB14033
p__Firmicutes,c__Clostridia,o__Candidatus_Borkfalkiales,f__Candidatus_Borkfalkiaceae,g__GGB9102,s__GGB9102_SGB54310
p__Firmicutes,c__Clostridia,o__Candidatus_Borkfalkiales,f__Candidatus_Borkfalkiaceae,g__GGB9102,s__GGB9102_SGB54310
p__Firmicutes,c__Clostridia,o__Candidatus_Borkfalkiales,f__Candidatus_Borkfalkiaceae,g__GGB9106,s__GGB9106_SGB14039
p__Firmicutes,c__Clostridia,o__Candidatus_Borkfalkiales,f__Candidatus_Borkfalkiaceae,g__GGB9106,s__GGB9106_SGB14039
p__Firmicutes,c__CFGB9512,o__OFGB9512,f__FGB9512,g__GGB9108,s__GGB9108_SGB14041
p__Firmicutes,c__CFGB9512,o__OFGB9512,f__FGB9512,g__GGB9108,s__GGB9108_SGB14041
p__Firmicutes,c__CFGB78183,o__OFGB78183,f__FGB78183,g__GGB9109,s__GGB9109_SGB14042
p__Firmicutes,c__CFGB78183,o__OFGB78183,f__FGB78183,g__GGB9109,s__GGB9109_SGB14042
p__Firmicutes,c__CFGB2844,o__OFGB2844,f__FGB2844,g__GGB9110,s__GGB9110_SGB14043
p__Firmicutes,c__CFGB2844,o__OFGB2844,f__FGB2844,g__GGB9110,s__GGB9110_SGB14043
p__Firmicutes,c__CFGB2845,o__OFGB2845,f__FGB2845,g__GGB9115,s__GGB9115_SGB14048
p__Firmicutes,c__CFGB2845,o__OFGB2845,f__FGB2845,g__GGB9115,s__GGB9115_SGB14048
p__Firmicutes,c__CFGB2846,o__OFGB2846,f__FGB2846,g__GGB9117,s__GGB9117_SGB14050
p__Firmicutes,c__CFGB2846,o__OFGB2846,f__FGB2846,g__GGB9117,s__GGB9117_SGB14050
p__Firmicutes,c__CFGB2873,o__OFGB2873,f__FGB2873,g__GGB9171,s__GGB9171_SGB14109
p__Firmicutes,c__CFGB2873,o__OFGB2873,f__FGB2873,g__GGB9171,s__GGB9171_SGB14109
p__Firmicutes,c__CFGB2875,o__OFGB2875,f__FGB2875,g__GGB9176,s__GGB9176_SGB14114
p__Firmicutes,c__CFGB2875,o__OFGB2875,f__FGB2875,g__GGB9176,s__GGB9176_SGB14114
p__Firmicutes,c__CFGB2880,o__OFGB2880,f__FGB2880,g__GGB9184,s__GGB9184_SGB14123
p__Firmicutes,c__CFGB2880,o__OFGB2880,f__FGB2880,g__GGB9184,s__GGB9184_SGB14123
p__Firmicutes,c__CFGB2881,o__OFGB2881,f__FGB2881,g__GGB9185,s__GGB9185_SGB14124
p__Firmicutes,c__CFGB2881,o__OFGB2881,f__FGB2881,g__GGB9185,s__GGB9185_SGB14124
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Christensenellaceae,g__GGB9186,s__GGB9186_SGB14125
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Christensenellaceae,g__GGB9186,s__GGB9186_SGB14125
p__Firmicutes,c__CFGB2881,o__OFGB2881,f__FGB2881,g__GGB9189,s__GGB9189_SGB14128
p__Firmicutes,c__CFGB2881,o__OFGB2881,f__FGB2881,g__GGB9189,s__GGB9189_SGB14128
p__Firmicutes,c__CFGB2890,o__OFGB2890,f__FGB2890,g__GGB9198,s__GGB9198_SGB14137
p__Firmicutes,c__CFGB2890,o__OFGB2890,f__FGB2890,g__GGB9198,s__GGB9198_SGB14137
p__Firmicutes,c__CFGB2890,o__OFGB2890,f__FGB2890,g__GGB9199,s__GGB9199_SGB14138
p__Firmicutes,c__CFGB2890,o__OFGB2890,f__FGB2890,g__GGB9199,s__GGB9199_SGB14138
p__Firmicutes,c__CFGB2897,o__OFGB2897,f__FGB2897,g__GGB9209,s__GGB9209_SGB14148
p__Firmicutes,c__CFGB2897,o__OFGB2897,f__FGB2897,g__GGB9209,s__GGB9209_SGB14148
p__Firmicutes,c__CFGB2898,o__OFGB2898,f__FGB2898,g__GGB9210,s__GGB9210_SGB14149
p__Firmicutes,c__CFGB2898,o__OFGB2898,f__FGB2898,g__GGB9210,s__GGB9210_SGB14149
p__Firmicutes,c__CFGB2898,o__OFGB2898,f__FGB2898,g__GGB9210,s__GGB9210_SGB14150
p__Firmicutes,c__CFGB2898,o__OFGB2898,f__FGB2898,g__GGB9210,s__GGB9210_SGB14150
p__Firmicutes,c__CFGB2898,o__OFGB2898,f__FGB2898,g__GGB9211,s__GGB9211_SGB14151
p__Firmicutes,c__CFGB2898,o__OFGB2898,f__FGB2898,g__GGB9211,s__GGB9211_SGB14151
p__Firmicutes,c__CFGB2906,o__OFGB2906,f__FGB2906,g__GGB9225,s__GGB9225_SGB14166
p__Firmicutes,c__CFGB2906,o__OFGB2906,f__FGB2906,g__GGB9225,s__GGB9225_SGB14166
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9237,s__GGB9237_SGB14179
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9237,s__GGB9237_SGB14179
p__Firmicutes,c__CFGB2917,o__OFGB2917,f__FGB2917,g__GGB9238,s__GGB9238_SGB14180
p__Firmicutes,c__CFGB2917,o__OFGB2917,f__FGB2917,g__GGB9238,s__GGB9238_SGB14180
p__Firmicutes,c__CFGB2918,o__OFGB2918,f__FGB2918,g__GGB9239,s__GGB9239_SGB14181
p__Firmicutes,c__CFGB2918,o__OFGB2918,f__FGB2918,g__GGB9239,s__GGB9239_SGB14181
p__Firmicutes,c__CFGB2918,o__OFGB2918,f__FGB2918,g__GGB9240,s__GGB9240_SGB14182
p__Firmicutes,c__CFGB2918,o__OFGB2918,f__FGB2918,g__GGB9240,s__GGB9240_SGB14182
p__Firmicutes,c__CFGB2924,o__OFGB2924,f__FGB2924,g__GGB9247,s__GGB9247_SGB14190
p__Firmicutes,c__CFGB2924,o__OFGB2924,f__FGB2924,g__GGB9247,s__GGB9247_SGB14190
p__Firmicutes,c__CFGB73223,o__OFGB73223,f__FGB73223,g__GGB9249,s__GGB9249_SGB14193
p__Firmicutes,c__CFGB73223,o__OFGB73223,f__FGB73223,g__GGB9249,s__GGB9249_SGB14193
p__Firmicutes,c__CFGB2930,o__OFGB2930,f__FGB2930,g__GGB9253,s__GGB9253_SGB14198
p__Firmicutes,c__CFGB2930,o__OFGB2930,f__FGB2930,g__GGB9253,s__GGB9253_SGB14198
p__Firmicutes,c__CFGB2932,o__OFGB2932,f__FGB2932,g__GGB9261,s__GGB9261_SGB14209
p__Firmicutes,c__CFGB2932,o__OFGB2932,f__FGB2932,g__GGB9261,s__GGB9261_SGB14209
p__Firmicutes,c__CFGB2936,o__OFGB2936,f__FGB2936,g__GGB9266,s__GGB9266_SGB14215
p__Firmicutes,c__CFGB2936,o__OFGB2936,f__FGB2936,g__GGB9266,s__GGB9266_SGB14215
p__Firmicutes,c__CFGB2936,o__OFGB2936,f__FGB2936,g__GGB9266,s__GGB9266_SGB14216
p__Firmicutes,c__CFGB2936,o__OFGB2936,f__FGB2936,g__GGB9266,s__GGB9266_SGB14216
p__Firmicutes,c__CFGB2937,o__OFGB2937,f__FGB2937,g__GGB9270,s__GGB9270_SGB14221
p__Firmicutes,c__CFGB2937,o__OFGB2937,f__FGB2937,g__GGB9270,s__GGB9270_SGB14221
p__Firmicutes,c__CFGB2937,o__OFGB2937,f__FGB2937,g__GGB9271,s__GGB9271_SGB14222
p__Firmicutes,c__CFGB2937,o__OFGB2937,f__FGB2937,g__GGB9271,s__GGB9271_SGB14222
p__Firmicutes,c__CFGB2937,o__OFGB2937,f__FGB2937,g__GGB9271,s__GGB9271_SGB14223
p__Firmicutes,c__CFGB2937,o__OFGB2937,f__FGB2937,g__GGB9271,s__GGB9271_SGB14223
p__Firmicutes,c__CFGB2918,o__OFGB2918,f__FGB2918,g__GGB9289,s__GGB9289_SGB14244
p__Firmicutes,c__CFGB2918,o__OFGB2918,f__FGB2918,g__GGB9289,s__GGB9289_SGB14244
p__Firmicutes,c__CFGB2949,o__OFGB2949,f__FGB2949,g__GGB9290,s__GGB9290_SGB14247
p__Firmicutes,c__CFGB2949,o__OFGB2949,f__FGB2949,g__GGB9290,s__GGB9290_SGB14247
p__Firmicutes,c__CFGB2950,o__OFGB2950,f__FGB2950,g__GGB9291,s__GGB9291_SGB14248
p__Firmicutes,c__CFGB2950,o__OFGB2950,f__FGB2950,g__GGB9291,s__GGB9291_SGB14248
p__Firmicutes,c__CFGB2952,o__OFGB2952,f__FGB2952,g__GGB9293,s__GGB9293_SGB14250
p__Firmicutes,c__CFGB2952,o__OFGB2952,f__FGB2952,g__GGB9293,s__GGB9293_SGB14250
p__Firmicutes,c__CFGB9272,o__OFGB9272,f__FGB9272,g__GGB9296,s__GGB9296_SGB14253
p__Firmicutes,c__CFGB9272,o__OFGB9272,f__FGB9272,g__GGB9296,s__GGB9296_SGB14253
p__Firmicutes,c__CFGB2954,o__OFGB2954,f__FGB2954,g__GGB9297,s__GGB9297_SGB14255
p__Firmicutes,c__CFGB2954,o__OFGB2954,f__FGB2954,g__GGB9297,s__GGB9297_SGB14255
p__Firmicutes,c__CFGB2957,o__OFGB2957,f__FGB2957,g__GGB9299,s__GGB9299_SGB14259
p__Firmicutes,c__CFGB2957,o__OFGB2957,f__FGB2957,g__GGB9299,s__GGB9299_SGB14259
p__Firmicutes,c__CFGB2959,o__OFGB2959,f__FGB2959,g__GGB9301,s__GGB9301_SGB14262
p__Firmicutes,c__CFGB2959,o__OFGB2959,f__FGB2959,g__GGB9301,s__GGB9301_SGB14262
p__Firmicutes,c__CFGB2960,o__OFGB2960,f__FGB2960,g__GGB9302,s__GGB9302_SGB14263
p__Firmicutes,c__CFGB2960,o__OFGB2960,f__FGB2960,g__GGB9302,s__GGB9302_SGB14263
p__Firmicutes,c__CFGB74971,o__OFGB74971,f__FGB74971,g__GGB9333,s__GGB9333_SGB14296
p__Firmicutes,c__CFGB74971,o__OFGB74971,f__FGB74971,g__GGB9333,s__GGB9333_SGB14296
p__Firmicutes,c__CFGB74971,o__OFGB74971,f__FGB74971,g__GGB9334,s__GGB9334_SGB14297
p__Firmicutes,c__CFGB74971,o__OFGB74971,f__FGB74971,g__GGB9334,s__GGB9334_SGB14297
p__Firmicutes,c__CFGB2982,o__OFGB2982,f__FGB2982,g__GGB9342,s__GGB9342_SGB14306
p__Firmicutes,c__CFGB2982,o__OFGB2982,f__FGB2982,g__GGB9342,s__GGB9342_SGB14306
p__Firmicutes,c__CFGB2983,o__OFGB2983,f__FGB2983,g__GGB9343,s__GGB9343_SGB14307
p__Firmicutes,c__CFGB2983,o__OFGB2983,f__FGB2983,g__GGB9343,s__GGB9343_SGB14307
p__Firmicutes,c__CFGB10477,o__OFGB10477,f__FGB10477,g__GGB9345,s__GGB9345_SGB14311
p__Firmicutes,c__CFGB10477,o__OFGB10477,f__FGB10477,g__GGB9345,s__GGB9345_SGB14311
p__Firmicutes,c__CFGB2984,o__OFGB2984,f__FGB2984,g__GGB9347,s__GGB9347_SGB14313
p__Firmicutes,c__CFGB2984,o__OFGB2984,f__FGB2984,g__GGB9347,s__GGB9347_SGB14313
p__Firmicutes,c__CFGB2985,o__OFGB2985,f__FGB2985,g__GGB9348,s__GGB9348_SGB14315
p__Firmicutes,c__CFGB2985,o__OFGB2985,f__FGB2985,g__GGB9348,s__GGB9348_SGB14315
p__Firmicutes,c__CFGB2985,o__OFGB2985,f__FGB2985,g__GGB9349,s__GGB9349_SGB14316
p__Firmicutes,c__CFGB2985,o__OFGB2985,f__FGB2985,g__GGB9349,s__GGB9349_SGB14316
p__Firmicutes,c__CFGB2985,o__OFGB2985,f__FGB2985,g__GGB9350,s__GGB9350_SGB14317
p__Firmicutes,c__CFGB2985,o__OFGB2985,f__FGB2985,g__GGB9350,s__GGB9350_SGB14317
p__Actinobacteria,c__CFGB77988,o__OFGB77988,f__FGB77988,g__GGB9359,s__GGB9359_SGB14334
p__Actinobacteria,c__CFGB77988,o__OFGB77988,f__FGB77988,g__GGB9359,s__GGB9359_SGB14334
p__Actinobacteria,c__CFGB77988,o__OFGB77988,f__FGB77988,g__GGB9361,s__GGB9361_SGB14336
p__Actinobacteria,c__CFGB77988,o__OFGB77988,f__FGB77988,g__GGB9361,s__GGB9361_SGB14336
p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__GGB9365,s__GGB9365_SGB14341
p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__GGB9365,s__GGB9365_SGB14341
p__Actinobacteria,c__CFGB2992,o__OFGB2992,f__FGB2992,g__GGB9412,s__GGB9412_SGB14770
p__Actinobacteria,c__CFGB2992,o__OFGB2992,f__FGB2992,g__GGB9412,s__GGB9412_SGB14770
p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__GGB9424,s__GGB9424_SGB14794
p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__GGB9424,s__GGB9424_SGB14794
p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__GGB9439,s__GGB9439_SGB42949
p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__GGB9439,s__GGB9439_SGB42949
p__Firmicutes,c__CFGB2997,o__OFGB2997,f__FGB2997,g__GGB9444,s__GGB9444_SGB14834
p__Firmicutes,c__CFGB2997,o__OFGB2997,f__FGB2997,g__GGB9444,s__GGB9444_SGB14834
p__Firmicutes,c__CFGB2997,o__OFGB2997,f__FGB2997,g__GGB9445,s__GGB9445_SGB14835
p__Firmicutes,c__CFGB2997,o__OFGB2997,f__FGB2997,g__GGB9445,s__GGB9445_SGB14835
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9452,s__GGB9452_SGB14843
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9452,s__GGB9452_SGB14843
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9453,s__GGB9453_SGB14844
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9453,s__GGB9453_SGB14844
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9453,s__GGB9453_SGB14845
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9453,s__GGB9453_SGB14845
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9455,s__GGB9455_SGB14847
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9455,s__GGB9455_SGB14847
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9457,s__GGB9457_SGB14849
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9457,s__GGB9457_SGB14849
p__Firmicutes,c__CFGB3002,o__OFGB3002,f__FGB3002,g__GGB9463,s__GGB9463_SGB14855
p__Firmicutes,c__CFGB3002,o__OFGB3002,f__FGB3002,g__GGB9463,s__GGB9463_SGB14855
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9469,s__GGB9469_SGB14862
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9469,s__GGB9469_SGB14862
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9469,s__GGB9469_SGB14863
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9469,s__GGB9469_SGB14863
p__Firmicutes,c__CFGB3009,o__OFGB3009,f__FGB3009,g__GGB9474,s__GGB9474_SGB14868
p__Firmicutes,c__CFGB3009,o__OFGB3009,f__FGB3009,g__GGB9474,s__GGB9474_SGB14868
p__Firmicutes,c__CFGB3009,o__OFGB3009,f__FGB3009,g__GGB9476,s__GGB9476_SGB14870
p__Firmicutes,c__CFGB3009,o__OFGB3009,f__FGB3009,g__GGB9476,s__GGB9476_SGB14870
p__Firmicutes,c__CFGB3012,o__OFGB3012,f__FGB3012,g__GGB9480,s__GGB9480_SGB14874
p__Firmicutes,c__CFGB3012,o__OFGB3012,f__FGB3012,g__GGB9480,s__GGB9480_SGB14874
p__Firmicutes,c__CFGB9491,o__OFGB9491,f__FGB9491,g__GGB9491,s__GGB9491_SGB14888
p__Firmicutes,c__CFGB9491,o__OFGB9491,f__FGB9491,g__GGB9491,s__GGB9491_SGB14888
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9495,s__GGB9495_SGB14892
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB9495,s__GGB9495_SGB14892
p__Firmicutes,c__CFGB3022,o__OFGB3022,f__FGB3022,g__GGB9499,s__GGB9499_SGB72735
p__Firmicutes,c__CFGB3022,o__OFGB3022,f__FGB3022,g__GGB9499,s__GGB9499_SGB72735
p__Firmicutes,c__CFGB3023,o__OFGB3023,f__FGB3023,g__GGB9501,s__GGB9501_SGB14898
p__Firmicutes,c__CFGB3023,o__OFGB3023,f__FGB3023,g__GGB9501,s__GGB9501_SGB14898
p__Firmicutes,c__CFGB3023,o__OFGB3023,f__FGB3023,g__GGB9502,s__GGB9502_SGB14899
p__Firmicutes,c__CFGB3023,o__OFGB3023,f__FGB3023,g__GGB9502,s__GGB9502_SGB14899
p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__GGB9509,s__GGB9509_SGB14906
p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__GGB9509,s__GGB9509_SGB14906
p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__GGB9511,s__GGB9511_SGB14908
p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__GGB9511,s__GGB9511_SGB14908
p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__GGB9512,s__GGB9512_SGB14909
p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__GGB9512,s__GGB9512_SGB14909
p__Firmicutes,c__CFGB79291,o__OFGB79291,f__FGB79291,g__GGB9522,s__GGB9522_SGB14921
p__Firmicutes,c__CFGB79291,o__OFGB79291,f__FGB79291,g__GGB9522,s__GGB9522_SGB14921
p__Firmicutes,c__CFGB79291,o__OFGB79291,f__FGB79291,g__GGB9522,s__GGB9522_SGB98319
p__Firmicutes,c__CFGB79291,o__OFGB79291,f__FGB79291,g__GGB9522,s__GGB9522_SGB98319
p__Firmicutes,c__CFGB75721,o__OFGB75721,f__FGB75721,g__GGB9523,s__GGB9523_SGB14922
p__Firmicutes,c__CFGB75721,o__OFGB75721,f__FGB75721,g__GGB9523,s__GGB9523_SGB14922
p__Firmicutes,c__CFGB75721,o__OFGB75721,f__FGB75721,g__GGB9524,s__GGB9524_SGB14923
p__Firmicutes,c__CFGB75721,o__OFGB75721,f__FGB75721,g__GGB9524,s__GGB9524_SGB14923
p__Firmicutes,c__CFGB75721,o__OFGB75721,f__FGB75721,g__GGB9524,s__GGB9524_SGB14924
p__Firmicutes,c__CFGB75721,o__OFGB75721,f__FGB75721,g__GGB9524,s__GGB9524_SGB14924
